Name,SMILES,logPI,method.logPI,pH,Name,nG,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sI,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,CCCC,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,OCNN,OSCC,NCSO,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd
59,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.14,Potentiometric,7.4,Sulfasalazine,0,11.69363636,31.97864851,-0.395753775,0.445911184,4.221014613,11.62569742,0,1.327,398.3943392,0,6,2.34,28,17,30,0,42,0.3385,0.11458225,105.67,1,3,3,3,3,0,0,3,0,0.374709387,144,2428,42,56.50847468,2.01815981,28.12009146,12.35949986,12.27459627,5.906890596,149.16,1,0.5,0,0,0,0,10.93137818,16.02549265,0,4.642500542,0,0,1.485502048,0,0,0,0,0,1.405667552,0,0,0,0,0,0,0,11,0,0,1,6,0,0,0,0,1,0,0,2,1,0,0,2,3,0,0,0,0,0,0,1,0,0,22.68,10.34693878,6.497500961,0,1180.1,0.785714286,742,20.1480536,13.34817378,12.55597419,9.697569828,7.645099262,5.904928439,3.713941697,2.472976855,14.42365587,8.240111089,5.940795151,3.884349867,2.43628516,1.566362731,0.761439833,0.405504529,4.731171694,6.779894045,8.532089534,1.217976195,1.346954565,1.364257584,2.512305176,0.204124145,0.580769521,0.102062073,0.724901609,0.025499586,0.09045043,0.008499862,0,0,0,0.253436788,0.32819863,0,0,0,0.076679239,0.075389628,0,0,3,14,1,0,0,0,0,1861.735177,2140.770535,2934.137425,2845.574921,2406.253409,39.44001942,41.08320528,53.67956837,55.60037172,50.14622989,0.579835164,-0.257626732,0.098318246,-0.193749164,0.012942423,3,9,26.038898,52.325102,7,1,1,1,2,0,0,0,0,0,0,0,0,2,0,8.4404,3.2164,5.6786,-3.729134799,-27.83164436,-29.28613767
60,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,-2.96,Potentiometric,7.4,Tamoxifen,0,11.66765169,15.99993773,-0.401709824,0.325253078,5.535568824,12.93129079,0.230769231,6.342,371.5155233,1,8,4.1,21,15,30,1,57,4.4383,19.69850689,131.8512,0,3,3,3,3,0,0,3,0,0.033591495,138,2141,41,56.94073342,2.033597622,6.028716,3.049405711,2.979310289,5.906890596,12.47,1,0.5,0.454280148,6.99716259,2.816589567,0,28.78620472,29.44780595,0,6.534047078,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22.68,12,6.76,0.230769231,2725.02,0.714285714,644,19.76937395,13.68587185,11.55118947,9.244871455,7.761806569,6.393195226,4.037737479,3.029092247,17.059686,9.906848819,7.115272622,4.790265908,3.348420112,2.305562616,1.235103367,0.767329383,2.970425796,5.041369078,7.260573348,1.404841282,1.966074198,2.391800043,1.35956631,0,0.224513414,0,0.785157495,0,0.093226536,0,0,0,0,0.287457479,0.224889218,0,0,0,0.091927808,0.057304134,0,0,0,15,5,3,1,0,0,2078.653573,2396.722551,3232.003017,3515.618531,3506.797413,29.13444934,31.16272975,40.16245786,42.21764555,44.16245786,0.246040826,-0.140002526,-0.051799041,0.134300266,-0.079802424,0,2,35.599003,66.998997,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8491,0,1.602,-1.829947419,-8.743833652,-9.580114723
61,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,1.77,Potentiometric,7.4,Terfenadine,0,11.68555006,15.99902702,-0.416204142,0.321037346,5.67801502,12.7859733,0.4375,5.206,471.6746327,1,9,4.65,6,19,38,1,76,5.0594,25.59752836,157.7212,0,4,3,4,3,0,0,4,0,0.092719556,184,4424,58,71.16647321,2.033327806,8.635005997,5.181182844,3.453823152,6.247927513,43.7,1,0.5,1.5,6.062302735,2.405616081,1.603567451,0,25.18142009,7.099384022,2.811100341,2.786759507,0.076923077,0.1,0,0,0,0,0,0,0,0,3,0,7,0,0,14,2,0,0,4,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,28.01939058,12.69753086,7.105306122,0.4375,5051.03,0.828571429,1092,24.89069429,16.78086021,15.63945907,12.76921469,10.04078768,7.804147179,5.202457851,4.094013736,21.52899256,13.12531854,11.14438143,7.719571089,5.477087555,3.869548251,2.416677854,1.703358436,6.682961468,9.869847317,13.22449745,3.528834335,4.55707234,5.223856106,3.14609379,0.384900179,1.195201399,0.288675135,2.247133516,0.282274861,0.509476616,0.120987338,0,0,0,0.370790812,0.292433493,0,0,0,0.15647753,0.139919819,0,0,0,14,4,6,5,2,1,2664.143425,3112.794246,4364.361185,4616.973263,4188.994754,36.90891837,39.16272975,56.15900569,61.32119166,58.32119166,0.24793449,-0.108200804,-0.005942413,0.010760137,-0.129140734,2,3,46.801487,86.362513,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4842,1.3298,2.8892,-0.027390057,-15.73893403,-15.76632409
62,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,-1.84,Counter-current chromatography,7.4,Timolol,0,11.80813169,31.97457651,-0.422172967,0.414428617,5.226679908,10.29651935,0.846153846,1.277,316.4212574,0,7,2.01,6,13,22,1,45,0.1991,0.03964081,82.6962,0,2,1,2,1,0,1,1,0,0.328887322,104,1063,25,41.83219716,1.992009388,24.14379282,8.590092247,12.49915096,5.459431619,103.98,1,0.5,1.5,2.392175658,1.481925951,3,4.190133452,5.662798733,0.946721157,1.310370697,0.598408481,0,0,0.384900179,0.166666667,0,0,0,0.685006711,0.863054374,0,3,0,6,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,17.3553719,8.022222222,5.950413223,0.846153846,1696.08,0.523809524,409,15.29468245,9.95530836,9.534785313,6.390593676,4.929199729,3.914679953,2.215012169,1.550781282,13.65008679,7.897119451,6.61658007,3.535449743,2.413376359,1.618748794,0.764431987,0.452058582,2.538930386,3.460840537,4.456453064,1.215322424,1.481802829,1.566933884,2.318751403,0.353553391,0.136082763,0,1.58654639,0.25,0.034128709,0,0,0,0.11785113,0.253436788,0.262188697,0,0,0.061237244,0.098029674,0.090409616,0,0,2,0,0,9,1,1,0,1295.261525,1452.976397,1913.7743,1616.024427,1511.963162,30.89108135,29.05064396,38.10118187,34.01497016,32.38655063,0.684442559,-0.378783449,-0.190590673,0.377065296,-0.121653518,2,7,37.628968,48.589032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.9772,1.3903,5.4555,1.848040153,-25.03283939,-16.1125
63,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,-0.88,Potentiometric,7.4,Trimethoprim,0,11.69233474,16.00281369,-0.408948694,0.392666158,5.018924606,9.913191211,0.285714286,-0.813,290.3182637,0,5,2.23,9,12,22,0,39,-0.9298,0.86452804,83.2057,0,2,2,2,2,0,0,2,0,0.360001239,104,946,33,41.92062275,1.996220131,19.44482744,8.411015109,11.03381233,5.459431619,104.45,0.833333333,0.454545455,0.564621617,2.428704032,4.613503826,0,2.381101578,11.34524853,0,6.782104581,0,0,0,0,0.908560296,0.25,1.681792831,0,0.5,0,0,3,0,1,0,0,3,0,0,0,7,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,17.3553719,8.022222222,4.26035503,0.285714286,1180.07,0.619047619,367,15.40541292,10.08324866,8.637478762,7.248553885,5.991364817,4.639301621,2.789149026,1.863651264,12.21303019,6.243969313,4.349044905,3.035749107,2.027836084,1.358376842,0.692106252,0.395992239,3.167272987,5.10979067,6.924736163,0.990845495,1.286448593,1.447136921,1.364584304,0,0.253933894,0,0.511080119,0,0.050408575,0,0,0,0,0.123596937,0.341330126,0,0,0,0.03526709,0.067119783,0,0,2,5,2,0,1,0,0,1222.729629,1405.742828,1924.990847,2004.624169,1686.679294,24.76332831,24.98964346,33.93101887,38.03712733,35.14798517,0.653043494,-0.428238653,0.063054096,0.129629401,-0.063885157,2,7,26.745726,43.448274,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7.3401,3.1491,5.2916,-1.435946463,-23.97177342,-22.69694073
64,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,-0.65,Potentiometric,7.4,Trovafloxacin,0,11.69967068,19.00221531,-0.378585143,0.447458975,4.080148746,11.47078275,0.25,1.385,416.3540665,0,3,2.56,21,14,34,1,45,-0.8194,0.67141636,105.2307,1,5,3,3,2,1,1,3,0,0.238470812,174,2266,53,61.52147352,2.050715784,27.90400765,7.449114402,12.78400272,6.087462841,99.23,0.857142857,0.461538462,0,0,0,0,4.685498413,23.32539707,0,19.27390608,0,0,0.944940787,0,0,0,0.166666667,0.353553391,0,1,0.25,0,0,2,0,0,5,3,0,1,6,2,0,1,0,0,0,0,0,1,1,1,1,2,0,0,3,0,0,0,0,0,0,21.82525952,8.093983624,3.7632,0.25,1531.1,0.733333333,665,21.31710829,14.25692795,14.0844703,12.14082771,10.26412163,8.393329024,6.599055038,4.94923484,15.34961037,9.211379398,7.61779683,5.680021311,3.972833713,2.749005667,1.643995329,0.992414435,6.367786083,10.0800407,14.71313179,2.183066501,2.781282001,3.185820963,2.733641943,0,0.720375742,0,1.137294656,0,0.140137151,0,0.19245009,0.464615617,0.464615617,0.95748403,1.381059176,0.19245009,0.383276638,0.327895484,0.581517414,0.549419282,0,0,4,9,2,2,1,2,0,2023.081448,2527.1298,3702.60501,3862.920425,3698.966369,38.26946073,38.23726866,58.14150948,63.9247019,65.96480149,0.771882812,-0.304883049,0.053867362,-0.361818592,0.308592923,2,7,26.543105,53.678895,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8.9892,2.6076,6.2617,-3.753035373,-31.02829828,-31.60200765
65,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,0.71,Potentiometric,7.4,Verapamil,0,11.69035981,16.00390687,-0.438446083,0.372018138,4.872803767,12.53042929,0.518518519,3.765,454.602644,1,13,3.77,8,19,34,1,71,2.6734,7.14706756,141.6455,0,2,2,2,2,0,0,2,0,0.140771232,160,3698,55,65.3636571,1.980716882,16.89083468,11.18071322,5.710121465,6.087462841,63.95,1,0.5,2.286326879,12.89441034,7.832233829,1.397269428,14.97058077,18.31210442,3.726274918,3.820568868,1.9544452,0,0,0,0.684498356,0,0,0.166666667,0,0,0,7,0,5,0,0,6,1,1,0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,29.23183391,14.53308129,7.739854878,0.538461538,4128.06,0.575757576,940,24.43251065,15.84243279,13.17853336,11.51381479,8.892027932,6.245025544,4.219082813,3.120928825,21.10440614,11.37931587,8.653784145,6.424875285,4.225326818,2.650894752,1.600973309,1.09620458,5.891691333,9.025556398,10.5143842,3.032905125,3.762084246,3.914214403,2.116856043,0.083333333,0.736726408,0.125,1.313849933,0.051031036,0.391610441,0.068041382,0,0,0,0.136082763,0.274583303,0,0,0,0.048112522,0.068322186,1,0,0,10,2,4,3,1,1,2175.892727,2488.099571,3393.003727,3737.576117,3309.786917,36.81783674,37.32146355,49.15528162,60.03658355,56.65037524,0.805500608,-0.426532508,-0.107872023,0.328267674,-0.246578547,0,6,51.845866,78.266134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3064,0,4.6072,0.328656788,-22.76990918,-20.5751673
66,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,0.04,Potentiometric,7.4,Warfarin,0,11.6842313,16.01066296,-0.394541308,0.433899296,4.646537572,11.8130803,0.157894737,2.262,308.3286538,0,4,3.11,12,11,25,0,39,1.4337,2.05549569,94.7619,0,3,3,2,2,0,0,3,0,0.206423229,120,1092,38,46.81594946,2.035476064,10.68399806,10.68399806,0,5.64385619,63.6,1,0.5,0,1.6959416,2.066741547,0,11.32622056,21.86461754,0,11.97134736,0,0,0.572357121,0.825481812,0,0,0,0,0,0,0,1,0,1,0,0,9,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,17.8112,7.92,3.983703033,0.157894737,1175.04,0.739130435,379,16.39697675,11.0753874,10.0493383,8.075226654,7.241905693,5.970946001,4.015483678,2.580914883,12.65256794,7.367289201,5.51736961,3.861853974,2.814557832,1.9682295,1.057670195,0.603822831,3.430432224,6.290758355,9.694164677,1.2902395,1.879274771,2.377419246,1.553010612,0,0.402728555,0,0.643456183,0,0.120849546,0,0,0,0,0.230756327,0.347024665,0,0,0,0.072610552,0.076758501,0,0,1,12,3,1,1,1,0,1582.570265,1877.165595,2657.8738,2879.408446,2679.334339,26.09787614,26.66045989,38.43120485,41.98510373,44.86613377,0.430921685,-0.182311835,0.079596162,-0.167320236,0.098509115,1,4,21.323312,47.316688,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.8713,0.8232,3.0473,-2.896223709,-16.75021511,-18.01345602
67,C1=CC=C(C(=C1)C(=O)O)O,-0.99,Shake flask,1,Salicylic acid,0,11.69427161,16.00996988,-0.396253716,0.42488693,4.081578349,8.196278567,0,0.908,138.1210106,0,1,1.9,10,6,10,0,16,0.4049,0.16394401,38.5605,1,1,1,1,1,0,0,1,0,0.416788335,46,114,12,19.38481891,1.938481891,7.332074253,7.332074253,0,4.321928095,57.53,0.666666667,0.4,0,0,0,0,3.965406457,5.553157574,0,2.381101578,0,0,0.944940787,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8.1,3.408284024,1.991111111,0,166.03,0.6,76,7.560477932,4.715214055,4.169612481,3.034129906,2.335345682,1.341715763,0.565641142,0.240562612,5.112076558,2.72868801,1.822301623,1.134458362,0.654489245,0.341665154,0.096965022,0.02997413,1.498266827,2.174558379,2.133706448,0.333330386,0.339091503,0.264709706,0.705118357,0,0.232307808,0,0.182362053,0,0.031810057,0,0,0,0,0.083333333,0.131445856,0,0,0,0.027777778,0.026311489,0,0,1,5,1,0,0,0,0,412.9391205,453.5423573,565.1205327,467.4594328,235.392542,12.32340711,10.99627593,15.10283694,14.32464384,11.20939796,0.257337317,-0.109937464,0.028457584,-0.112111337,0.065809832,2,3,7.517242,18.726758,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8785,2.4576,2.2916,-0.983723709,-12.34103728,-13.32476099
68,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,0.5,Shake flask,1,Diflunisal,0,11.67521852,19.00117404,-0.395993561,0.427071843,4.034998054,9.908815237,0,1.499,250.1981139,0,2,2.34,16,10,19,0,26,1.2367,1.52942689,67.3317,1,2,2,2,2,0,0,2,0,0.230079367,92,597,28,35.86727747,1.992626526,12.44716532,7.378154736,0,5.247927513,57.53,0.8,0.444444444,0,0,0,0,5.186076602,16.25048341,0,7.50262076,0,0,0.944940787,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,14.4099723,5.969821674,3.321799308,0,423.05,0.666666667,262,13.28409257,8.486071003,8.017650355,6.258274589,5.098011695,3.709411839,2.54564068,1.615123952,9.022706043,5.005369957,3.661249035,2.469098459,1.598465804,1.030548242,0.526881113,0.272961718,3.239367501,4.917489543,6.259557269,0.855168592,1.012931029,1.080669658,1.532245182,0,0.396574235,0,0.455412721,0,0.071614838,0,0,0,0,0.136082763,0.321975275,0,0,0,0.048112522,0.065027503,0,0,1,9,3,0,0,0,0,948.9129161,1110.526331,1535.128824,1521.499857,1182.573945,23.32749538,21.15984615,31.42997739,33.2335694,31.03858254,0.387032337,-0.14255278,0.018932368,-0.15829333,0.124230174,2,3,12.109656,31.734344,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7622,2.2375,3.021,-2.01584608,-16.97739006,-18.99323614
69,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,-1.05,Shake flask,1,Tolmetin,1,11.68743566,16.0103146,-0.402469136,0.390097823,3.972973595,10.01552102,0.2,1.864,257.2850677,0,4,2.67,13,12,20,0,34,1.3429,1.80338041,79.0195,1,2,2,2,2,0,1,1,0,0.224071709,96,736,27,37.76442311,1.987601216,10.64723874,7.368540012,3.278698725,5.321928095,57.61,0.833333333,0.454545455,0.125,3.378121205,3.066375744,0,6.19261138,14.64905403,0,4.643316712,0,0,0.650697637,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,15.39,6.635204082,3.761632653,0.2,883.04,0.631578947,326,13.99119935,8.986071003,8.369019068,6.543290825,5.122840277,3.74021275,2.33567429,1.449429817,10.88213217,5.965439868,4.534592999,3.10450313,1.966724896,1.221274761,0.620864063,0.316149257,3.183756625,4.716692509,6.137402156,1.199903932,1.419508563,1.496512069,1.551239701,0,0.34958493,0,0.633220973,0,0.10810491,0,0,0,0.096225045,0.303155315,0.421240784,0,0,0.0372678,0.110031791,0.129929402,0,0,1,9,2,1,1,0,0,1143.051705,1322.1932,1819.992096,1673.84715,1392.326673,21.68338741,21.49482173,30.76756468,29.54628535,27.7639309,0.401689801,-0.160758776,-0.105699054,0.026914861,0.142725532,1,4,20.294105,39.907895,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7.7184,1.0285,3.0628,-1.640057361,-15.87471319,-16.74079828
70,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,0.43,Shake flask,2,Mefenamic acid,0,11.6857442,16.0097949,-0.377289368,0.420291058,4.38806879,10.13173418,0.133333333,2.429,241.2856628,0,3,2.78,16,9,19,0,33,1.9502,3.80328004,78.4302,1,2,2,2,2,0,0,2,0,0.204595176,90,602,27,36.0176825,2.000982361,7.977397347,4.849748912,3.127648435,5.247927513,49.33,1,0.5,0.333333333,2.979237075,3.95712951,0,6.546673867,13.21658354,0,6.120463943,0,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14.4099723,6.437869822,3.526170799,0.133333333,850.03,0.722222222,245,13.12095586,8.592224153,7.715494468,6.305194255,4.820436607,3.603261562,2.251391914,1.469275806,10.39691377,5.749098148,4.223207606,3.031440484,1.810210233,1.130663553,0.566866264,0.298391252,3.033263319,4.255367523,5.45029329,1.203513059,1.310634708,1.40220036,1.23090178,0,0.436431954,0,0.531487465,0,0.142262666,0,0,0,0,0.151374715,0.291233373,0,0,0,0.051834039,0.087918431,0,0,1,9,3,2,0,0,0,1132.41503,1297.945631,1748.315583,1730.335781,1338.688937,19.90891837,19.99654782,28.10338072,29.32545951,24.9338369,0.236495469,-0.11871829,0.016142467,-0.072901742,0.075807596,2,3,18.016105,39.105895,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0303,2.059,2.537,-1.861209369,-13.08826482,-14.94947419
71,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,-1.16,Shake flask,1,Sulindac,0,11.67873967,31.97593857,-0.381179118,0.387005582,4.222897259,11.85854343,0.15,1.297,356.4124137,0,4,3.11,18,13,27,0,42,2.0499,4.20209001,106.8162,1,3,3,2,2,0,1,2,0,0.206634174,132,1517,40,50.5334771,2.021339084,12.81464899,7.231114489,0,5.754887502,73.58,1,0.5,0.111111111,3.544764888,3.904344404,0,9.611783355,24.97591585,0,11.77697508,0,0,0.454280148,0,0,0,0,0,0,0,0,2,0,1,0,1,7,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,19.75308642,8.347140039,4.465974625,0.15,1336.05,0.64,500,18.13746372,11.8630811,11.32283335,8.851145585,7.368241771,6.348766232,4.512563851,3.215340601,14.33469355,8.615232424,6.720495794,4.830643097,3.346848447,2.36173504,1.414220468,0.820988823,4.357829663,6.62477584,9.851392745,2.011905367,2.613693578,3.177053235,2.137828714,0,0.490468174,0,0.975179954,0,0.206460111,0,0,0,0.06415003,0.39696843,0.738183099,0,0,0.03125,0.159307714,0.258526927,0,0,1,10,6,1,1,0,0,1989.113775,2357.99597,3399.794703,3395.106334,2910.82307,34.95320428,34.14193893,45.60597758,45.83150854,41.82590729,0.349805692,-0.114384204,-0.068017548,-0.000705995,0.04454714,1,3,25.123519,52.398481,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.1536,1.0672,2.915,-2.368809751,-16.50760038,-18.91849904
72,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,-1.12,Shake flask,2,Indoprofen,0,11.68894045,16.01031841,-0.380842645,0.393146531,4.23090941,10.22398886,0.176470588,0.627,281.3065395,0,3,2.89,15,12,23,0,36,1.4075,1.98105625,86.0757,1,3,2,2,2,0,1,2,0,0.204941073,112,964,34,42.78283594,2.037277902,10.88050558,7.366040872,3.514464713,5.523561956,57.61,0.833333333,0.454545455,0,1.53549554,1.90757934,0,10.6429475,18.69219346,0,6.279360391,0,0,0.550321208,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,2,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,15.87901701,6.629935721,3.2,0.176470588,1024.04,0.714285714,391,14.98276318,10.0753874,9.245058485,8.110611038,6.36792235,4.960320761,3.319483624,2.587376527,11.61418298,6.802267853,5.199902395,3.896570347,2.548428331,1.656971161,0.966666758,0.617703361,4.042754648,5.874224594,7.746486895,1.518203642,1.820072485,1.91610736,1.49039904,0,0.581892738,0,0.666734183,0,0.15959352,0,0,0,0.07856742,0.401706119,0.605886355,0,0,0.039528471,0.137100768,0.173865484,0,0,2,9,3,2,0,1,0,1376.989003,1633.973472,2325.336581,2240.380071,1787.898709,23.68338741,24.49482173,35.9889343,37.32146355,31.15528162,0.383803916,-0.220428241,0.066479774,-0.033493825,0.010495953,1,4,20.294105,43.427895,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0509,1.0522,3.1166,-2.782695985,-16.33599426,-17.54772945
73,C1COC(C2=CC=CC=C21)C3CSC(=N3)N,0.22,Shake flask,1.6,15421,0,11.68751302,31.9730734,-0.415597559,0.31033503,6.546058623,10.63514484,0.416666667,0.867,234.3188976,0,1,2.34,6,9,18,2,30,1.5269,2.33142361,69.2027,0,3,1,2,1,0,1,2,0,0.311471138,86,411,23,33.22310471,2.076444045,11.66954088,3.122753072,5.555251097,5.169925001,72.91,1,0.5,0,0,0,0,7.495406457,12.54892518,0,4.832409738,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,0,4,2,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11.11111111,4.704,2.204152249,0.416666667,784.04,0.9375,219,10.95781916,7.843336593,6.981453487,5.971061012,5.213515306,4.123275385,2.607744898,1.90612827,9.742978985,6.484416475,5.126179,3.984302438,3.10800509,2.088953013,1.241003253,0.820198999,2.175656797,3.75952385,5.108101117,1.166820119,1.829445956,2.107722819,0.894173995,0,0.191638319,0,0.516959926,0,0.07517912,0,0,0,0.11785113,0.337267227,0.397984457,0,0,0.111803399,0.186340005,0.182605373,0,0,0,4,2,2,3,0,0,1205.019402,1419.210477,1975.165328,1757.441945,1461.331897,23.62218268,22.50230016,32.58531585,26.71806853,25.88718832,0.307306554,-0.176017331,-0.030568362,0.086969022,-0.054606877,1,3,20.160898,36.357102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6279,1.5006,2.7275,-1.04251912,-12.74225621,-12.22129541
74,CC(C)C(C)NC(CO)C(C1=CC=CC=C1)O,-0.86,Shake flask,5.5,1774,0,11.69405196,15.99901358,-0.420807974,0.286589457,4.752491134,9.886929653,0.571428571,1.176,237.338453,0,6,2.67,6,10,17,1,40,1.4492,2.10018064,73.5318,0,1,1,1,1,0,0,1,0,0.221315355,78,542,23,33.0242552,1.942603247,7.973401534,5.011696928,2.961704606,5.087462841,52.49,0.8,0.444444444,1.144714243,2.624916677,5.249496821,0,6.409925916,8.852854499,0,4.508797714,0,0,0.25,0,0,0,0,0,0,0,0,3,0,1,0,0,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15.05882353,7.438016529,4.639053254,0.571428571,1328.03,0.352941176,234,12.83649881,8.05774931,6.882537879,5.473953046,3.547659691,2.677606021,1.403411028,0.725984277,10.79768639,6.158101427,4.843946908,3.195887333,1.656342715,1.095073324,0.501144797,0.236202571,2.745231327,2.931669716,3.991595611,1.547673119,1.20823521,1.487835402,1.094819017,0,0.42815235,0,0.788611774,0,0.21786418,0,0,0,0,0.102062073,0.058925565,0,0,0,0.032075015,0.018518519,0,0,0,5,1,4,3,1,0,1007.922419,1110.418247,1401.791257,1383.778349,1170.231701,18.90891837,17.99654782,23.66100366,25.9338369,22.76729279,0.245784403,-0.072348811,-0.105756101,0.040966439,0.028927287,3,3,25.803761,42.680239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4686,2.2555,3.023,2.181333652,-15.36419694,-13.18286329
